,decimalLatitude,decimalLongitude,month,class,diversity,CHL,NPP,CO2,nitrate,PAR,phosphate,salinity,silicate,T,times,rate
7679,51.5,-7.5,4,northw,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7680,51.5,-12.5,4,northw,28,1.1019,1028.227271,364.6536255,8.930899,31.93699146,0.49689,35.44815445,2.40341,11.39155197,248,8.857142857
7681,59.5,-22.5,4,northw,16,0.3585,484.1427731,394.3089905,9.70434,27.20949818,0.549295,35.30673218,8.07944,8.262616158,74,4.625
7682,51.5,-15.5,4,northw,21,0.5092,654.3551644,379.832489,8.402715,32.53061649,0.47877,35.63837051,4.02449,11.19728184,150,7.142857143
7683,59.5,-13.5,4,northw,10,0.2193,613.3930753,395.62854,10.77493,29.23101217,0.71508,35.39947891,4.97416,9.353290558,94,9.4
7684,51.5,-19.5,4,northw,16,0.3008,521.2593081,400.2030945,8.17643,31.54727617,0.475343333,35.66619492,5.68387,10.59245682,49,3.0625
7685,42.5,-23.5,4,northw,24,0.2272,570.3318156,366.7035828,3.50477,40.61744673,0.22798,36.06876373,7.09964,14.07432365,96,4
7686,48.5,-30.5,4,northw,5,NA,464.6675556,379.213562,6.1732,29.3427587,0.49054,35.60762787,5.63813,12.36170578,14,2.8
7687,47.5,-32.5,4,northw,12,NA,609.4193075,375.0213318,3.67243,30.96674142,0.5559,35.76136398,6.08527,12.61655998,48,4
7688,44.5,-35.5,4,northw,13,NA,846.2663383,355.2368774,0.81859,32.18081092,0.14737,36.12350464,11.01439,14.62210846,44,3.384615385
7689,51.5,-16.5,4,northw,16,0.2904,571.1634022,396.4071655,9.544735,32.68732136,0.5131725,35.59604645,4.08862,10.58281231,80,5
7690,59.5,-20.5,4,northw,13,0.2707,441.1443028,400.8616943,9.82385,26.94980372,0.48387,35.33118439,8.59226,8.483261108,51,3.923076923
7691,43.5,-51.5,4,northw,8,1.1413,858.8153117,364.2234192,0.87955,39.31530431,0.245456667,32.85586166,2.942605,2.929078102,33,4.125
7692,55.5,-11.5,4,northw,21,0.7232,668.0129383,379.2900696,8.94676,30.51455042,0.528533333,35.3633194,3.60798,10.00848198,137,6.523809524
7693,59.5,-19.5,4,northw,4,0.3008,472.4136225,400.0014343,7.15402,26.71103982,0.47424,35.31832886,9.31531,8.622424126,6,1.5
7694,45.5,-20.5,4,northw,22,1.4088,914.2581889,363.1026306,3.60353,37.21687366,0.26974,35.84700394,3.24203,12.83663273,106,4.818181818
7695,58.5,0.5,4,northw,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7696,47.5,-40.5,4,northw,7,0.4916,804.5216031,361.7318115,5.34191,26.15723771,0.57608,35.23928833,7.86806,11.04912567,20,2.857142857
7697,57.5,-15.5,4,northw,15,0.7758,680.9919775,379.0569153,7.5824,30.02004345,0.61608,35.46320343,5.7054,9.010545731,78,5.2
7698,47.5,-29.5,4,northw,23,0.3115,558.2893067,373.3432007,5.59108,29.71979344,0.57759,35.81484604,5.40898,13.45038128,83,3.608695652
7699,55.5,-6.5,4,northw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7700,50.5,-12.5,4,northw,20,1.0639,985.8207978,364.1726685,8.4803,31.77947757,0.49427,35.44363403,2.69132,11.31934452,181,9.05
7701,48.5,-28.5,4,northw,22,0.1906,552.22061,380.0475159,8.11754,29.37928995,0.61551,35.71913528,5.65521,13.37813282,87,3.954545455
7702,60.5,-14.5,4,northw,7,0.3227,534.0573975,402.2097168,12.76787,29.14111633,0.726675,35.33553314,14.86397,9.396939278,38,5.428571429
7703,57.5,-20.5,4,northw,8,NA,481.8687989,389.3084717,7.230008667,27.55975167,0.506061833,35.37700272,9.49193,9.078643799,25,3.125
7704,60.5,-24.5,4,northw,6,0.3713,466.6899689,394.116272,12.89485,25.39336962,0.9153,35.1827507,6.13431,7.751279354,15,2.5
7705,61.5,-17.5,4,northw,10,0.2524,479.3713192,406.3557129,8.32778,26.86074122,0.72377,35.27877426,7.64184,8.114459991,52,5.2
7706,34.5,-40.5,4,northw,17,0.1544,523.4799431,363.47995,0.18377,50.80216944,0.04994,36.72224808,0.92874,18.72346497,61,3.588235294
7707,42.5,-22.5,4,northw,6,0.2614,598.4074517,360.7239685,3.14711,40.58610993,0.2573,36.14949417,4.9505,13.66262245,36,6
7708,48.5,-29.5,4,northw,12,NA,517.3699803,379.4427185,7.32528,28.77467534,0.58033,35.68729782,7.456315,12.91143036,49,4.083333333
7709,44.5,-14.5,4,northw,4,0.8927,1201.732248,357.8948364,2.08955,39.75349183,0.11815,35.83573914,1.46326,13.53834248,10,2.5
7710,34.5,-41.5,4,northw,26,0.139,496.5218317,363.9068604,0.23685,50.73355485,0.053295,36.72034836,0.883745,18.76972389,83,3.192307692
7711,59.5,-21.5,4,northw,14,0.2524,456.0805678,398.6678772,7.121053333,27.78383849,0.475396667,35.31062698,8.89621,8.348255157,61,4.357142857
7712,46.5,-42.5,4,northw,5,1.268,868.3931778,371.9904175,5.31632,29.32467189,0.33199,34.92827225,4.65202,9.007398605,13,2.6
7713,46.5,-6.5,4,northw,29,0.9576,1123.651979,366.4376221,3.42644,42.74254059,0.2329575,35.58482361,2.37203,12.08502007,429,14.79310345
7714,44.5,-22.5,4,northw,29,0.9918,745.394105,358.716156,2.37607,39.16456819,0.2102,35.91347885,4.70798,13.53553486,137,4.724137931
7715,44.5,-33.5,4,northw,27,0.3983,895.3445411,359.2338257,0.543776667,32.07362341,0.23118,36.0593071,4.269740833,14.77255058,105,3.888888889
7716,45.5,-52.5,4,northw,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7717,46.5,-19.5,4,northw,25,0.5859,783.4917669,365.7173767,4.01047,37.48972089,0.307173333,35.83360672,3.51616,12.40333271,104,4.16
7718,42.5,-9.5,4,northw,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7719,47.5,-34.5,4,northw,6,0.6983,593.4155553,372.5092773,3.86984,31.15447754,0.49548,35.71327591,5.69884,11.97846603,25,4.166666667
7720,54.5,-32.5,4,northw,6,0.3585,403.0747147,400.7235413,13.5031,30.29993583,1.0179,35.0868988,8.89053,5.922287941,12,2
7721,46.5,-29.5,4,northw,8,0.2193,568.39375,368.6517639,4.44683,31.6453595,0.4376,35.88637924,6.9835,13.81515121,39,4.875
7722,52.5,-6.5,4,northw,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7723,49.5,-12.5,4,northw,28,0.5274,871.4921761,369.2858582,7.154016667,34.04106795,0.42301,35.54001999,2.66558,11.7017746,172,6.142857143
7724,48.5,-31.5,4,northw,6,0.2614,471.5638997,382.1209717,4.92764,28.94303646,0.52705,35.64250946,6.82263,11.84011841,18,3
7725,60.5,-29.5,4,northw,8,0.2614,377.0281236,404.0992737,13.02193,26.64073774,0.86932,35.16029739,6.486096667,5.959455967,36,4.5
7726,50.5,-26.5,4,northw,11,0.2804,544.9576542,378.3701172,6.62131,29.16351216,0.5413,35.59520721,6.19855,12.31320572,38,3.454545455
7727,43.5,-9.5,4,northw,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7728,42.5,-48.5,4,northw,1,1.3602,894.3365594,341.2125854,1.97398,39.1310925,0.23103,34.19668198,2.99176,5.175086498,2,2
7729,52.5,-16.5,4,northw,9,0.2193,522.6647383,400.4384766,8.445928,31.55364422,0.641378571,35.53783035,5.31068,10.44543076,60,6.666666667
7730,52.5,-17.5,4,northw,9,0.2804,510.5586944,400.9034119,10.171475,32.07012688,0.57116,35.55973434,6.17761,9.990948677,41,4.555555556
7731,37.5,-31.5,4,northw,2,0.2045,654.8221894,362.1444397,0.3073,46.50341229,0.101905,36.41769028,1.0711,16.53825951,9,4.5
7732,58.5,-19.5,4,northw,6,0.2045,497.5547258,394.7886658,7.44389,27.23992179,0.50409,35.35105515,9.11714,8.677191734,21,3.5
7733,43.5,-24.5,4,northw,18,0.2614,637.5959194,365.6470642,2.16081,37.92351258,0.295963333,36.02713394,6.45665,14.37273216,63,3.5
7734,58.5,-8.5,4,northw,5,0.7232,807.7694083,385.4065857,7.22943,30.42313028,0.60759,35.27273941,3.86675,9.179546356,17,3.4
7735,52.5,-18.5,4,northw,16,0.2272,507.9984156,400.1056824,7.44295,32.1475748,0.553863333,35.52366638,6.24438,9.976395607,87,5.4375
7736,45.5,-53.5,4,northw,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7737,58.5,-9.5,4,northw,5,0.5657,559.3180378,393.3969727,9.79841,28.05090794,0.64114,35.38360596,4.275286667,9.386876106,15,3
7738,48.5,-26.5,4,northw,14,0.1777,479.7000197,384.064209,7.88129,29.34687328,0.54716,35.73887253,4.68474,13.81804943,65,4.642857143
7739,55.5,-27.5,4,northw,4,0.2353,421.2345503,392.0152588,12.92009,30.46283514,0.751435,35.13071442,9.70041,8.428407669,15,3.75
7740,34.5,-39.5,4,northw,14,0.144,454.7080564,363.807312,0.19362,50.83016597,0.034,36.72827911,1.01304,18.72825813,57,4.071428571
7741,41.5,-9.5,4,northw,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7742,44.5,-36.5,4,northw,7,NA,711.2881583,346.0885925,0.53752,33.34288042,0.14009,36.18062592,7.131506667,14.38552666,16,2.285714286
7743,52.5,-13.5,4,northw,9,1.679,1103.616,375.3062134,8.905548333,32.24013036,0.6403,35.47251892,3.54198,11.18256474,33,3.666666667
7744,53.5,-38.5,4,northw,3,0.3983,366.0941256,394.622406,12.04786,28.27678643,0.96931,34.85659027,8.01416,6.038777351,8,2.666666667
7745,49.5,-45.5,4,northw,7,0.6285,480.5283339,361.867981,7.36698,28.49269963,0.63736,34.83374405,6.282113333,4.442856312,12,1.714285714
7746,60.5,-26.5,4,northw,5,0.3983,431.7887247,398.1576233,13.37964,26.73898427,0.82216,35.18862534,6.70991,7.172580242,7,1.4
7747,50.5,-14.5,4,northw,35,0.3713,737.0170661,375.8918762,9.429795,33.16179708,0.48979,35.64595032,2.35756,11.35668087,239,6.828571429
7748,43.5,-36.5,4,northw,21,NA,820.9988769,356.7125244,0.32244,33.47804362,0.143881667,36.27407837,6.480443333,15.48217201,71,3.380952381
7749,55.5,-30.5,4,northw,6,0.2804,403.2785303,393.4268188,13.77242,29.78572747,0.97473,34.99303818,8.06215,6.567201614,12,2
7750,57.5,-10.5,4,northw,11,0.3461,640.7648019,385.4371338,8.15603,29.37034551,0.6138,35.44603348,3.8534,9.668793678,63,5.727272727
7751,54.5,-24.5,4,northw,8,0.2524,450.8957075,403.0101013,13.58023,28.52059547,0.825405,35.33345795,7.066996667,9.959465981,32,4
7752,48.5,-13.5,4,northw,18,0.3585,703.1243861,377.6512756,7.47944,35.56418608,0.33189,35.70277786,2.69893,12.10960007,102,5.666666667
7753,52.5,-40.5,4,northw,4,0.4125,457.2910811,387.8806152,10.86976,25.83867173,0.90422,34.75407791,7.819506667,6.718046188,10,2.5
7754,58.5,-13.5,4,northw,5,0.2045,623.2446353,386.6830139,8.64541,28.51698783,0.69255,35.43674469,4.38944,9.029225349,48,9.6
7755,32.5,-47.5,4,northw,9,0.0912,375.4862656,359.7201538,0.376018,50.96110695,0.05629,36.82949066,0.86871,20.08690453,26,2.888888889
7756,44.5,-57.5,4,northw,19,1.801,960.040095,329.0547791,0.443453333,31.53224491,0.35027,31.92852783,0.97607,2.735137701,93,4.894736842
7757,43.5,-37.5,4,northw,21,0.4125,984.1799342,352.8340759,0.36119,34.15363393,0.17241,36.3418808,9.98262,15.68233109,73,3.476190476
7758,54.5,-31.5,4,northw,1,0.3115,369.1313014,396.2782898,13.60442,30.19417541,1.06605,35.08569336,10.03519,6.258795738,2,2
7759,54.5,-25.5,4,northw,13,0.2904,438.1300678,403.7703857,12.29189,28.99962674,0.84578,35.27510452,8.313256667,9.765034676,57,4.384615385
7760,48.5,-14.5,4,northw,14,0.3461,721.55648,377.6133118,7.26713,34.9259048,0.42973,35.76646805,2.65195,11.99477005,95,6.785714286
7761,49.5,-7.5,4,northw,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7762,60.5,-10.5,4,northw,7,0.3585,494.8243675,403.5133667,11.43433,29.0190816,0.68486,35.258461,5.36836,8.20862484,41,5.857142857
7763,52.5,-39.5,4,northw,5,0.651,432.9880619,386.3226318,8.56196,25.71075853,0.86634,34.80454636,7.490706667,7.07798481,11,2.2
7764,48.5,-27.5,4,northw,17,NA,531.5431444,383.8127441,8.35817,30.14387679,0.61753,35.7446022,5.117645476,13.85176754,92,5.411764706
7765,40.5,-32.5,4,northw,5,0.4583,1063.951439,355.0296326,0.264355,41.08007176,0.10735,36.21618652,4.73948,15.47835827,18,3.6
7766,45.5,-21.5,4,northw,32,0.3115,656.9314594,370.6479492,4.26965,37.06278684,0.25366,35.83102036,3.49766,12.96694851,110,3.4375
7767,47.5,-15.5,4,northw,11,0.2804,676.8337589,376.9294739,7.544645,36.41217917,0.294385833,35.83623505,2.0722,12.13938141,81,7.363636364
7768,32.5,-74.5,4,northw,1,0.1716,550.7110583,365.6543274,0.12731,45.79939143,0.10323,36.5994339,1.44844,22.46922112,2,2
7769,57.5,-18.5,4,northw,9,0.3115,536.8203128,388.2788086,4.422211,28.55824825,0.53802,35.41395187,7.95371,9.134310722,31,3.444444444
7770,53.5,-12.5,4,northw,15,0.7758,832.6564475,377.8632813,9.45342,29.39945662,0.667713333,35.39492035,2.93927,10.84290123,103,6.866666667
7771,47.5,-28.5,4,northw,19,NA,568.7783358,374.2029724,5.76827,29.5556719,0.52975,35.74946594,4.96062,13.75033665,51,2.684210526
7772,46.5,-52.5,4,northw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7773,62.5,-21.5,4,northw,7,0.3342,484.7737394,407.3826904,9.9784,26.37498772,0.64985,35.21192932,8.67416,8.012419701,13,1.857142857
7774,52.5,-19.5,4,northw,12,0.2614,496.9445772,401.8920593,7.339496667,32.55125538,0.495091333,35.56436539,6.47193,10.43824387,71,5.916666667
7775,57.5,-17.5,4,northw,10,0.4747,572.7308539,376.9873962,7.430943333,30.07133165,0.55043,35.43965912,8.30633,9.239320755,35,3.5
7776,43.5,-38.5,4,northw,7,0.3585,965.3689919,351.2113953,0.32174,35.94264096,0.19756,36.35725403,11.63962,15.64724159,15,2.142857143
7777,36.5,-33.5,4,northw,11,0.2045,681.3615853,359.5408325,2.5173,48.30040543,0.066611333,36.60945892,1.65141,17.23588753,31,2.818181818
7778,52.5,-14.5,4,northw,17,0.5657,728.2180256,380.2119446,8.43833,32.39501232,0.599423333,35.5182457,3.811845,10.91556072,67,3.941176471
7779,36.5,-74.5,4,northw,11,1.0273,1456.738514,341.1460876,1.184946667,49.13136033,0.183322,35.35224915,1.3495,17.9801712,43,3.909090909
7780,56.5,-15.5,4,northw,14,0.6983,752.9913072,374.5030823,7.66349,31.47380047,0.67819,35.43747711,6.52593,9.401380539,132,9.428571429
7781,44.5,-24.5,4,northw,10,0.5092,695.9790064,361.3542175,2.43652,34.68205062,0.24837,35.93149185,5.290798333,14.07220745,25,2.5
7782,33.5,-42.5,4,northw,11,0.1296,415.0105236,362.8352356,0.40656,50.10843677,0.04916,36.82148743,0.96206,19.42716789,44,4
7783,48.5,-19.5,4,northw,18,0.3227,553.1590814,373.0201721,5.12346,33.0191929,0.435405,35.74773026,3.02556,12.1528101,98,5.444444444
7784,40.5,-29.5,4,northw,11,0.5859,992.0933469,358.2903748,0.52106,41.8996343,0.18799,36.14263153,4.11441,16.10582161,27,2.454545455
7785,47.5,-38.5,4,northw,16,0.3008,589.60637,365.2518921,4.47885,28.14621003,0.5158,35.43450546,13.18773,11.78340626,56,3.5
7786,46.5,-18.5,4,northw,17,0.3342,754.9193836,365.8722534,5.13492,37.92993966,0.27776,35.84113693,1.72901,11.970994,92,5.411764706
7787,46.5,-11.5,4,northw,12,0.7758,910.4453433,372.4889221,5.91707,36.94272087,0.244613333,35.86912537,2.0332,12.67680645,60,5
7788,37.5,-66.5,4,northw,11,0.1974,888.5830269,347.3562317,1.01275,40.92373494,0.22935,36.52624512,1.31717,19.95131493,29,2.636363636
7789,49.5,-15.5,4,northw,7,0.6742,731.1063456,376.9848633,6.904495,35.96453679,0.53278,35.74012375,3.1206925,11.71463299,41,5.857142857
7790,37.5,-36.5,4,northw,32,0.2707,798.1885086,355.203186,0.17885,46.19771089,0.08376,36.47843552,1.07814,18.10974503,134,4.1875
7791,38.5,-8.5,4,northw,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7792,35.5,-32.5,4,northw,9,0.1657,526.1001686,360.8154297,0.11912,47.26294011,0.04918,36.58903885,0.9823,17.52543831,30,3.333333333
7793,55.5,-23.5,4,northw,4,0.2437,428.6559558,405.5432739,7.24221,29.16366147,0.5911,35.34310532,7.79859,9.749520302,14,3.5
7794,42.5,-26.5,4,northw,3,0.3983,674.9753381,367.369873,1.06095,39.860846,0.209739667,36.04440308,6.12472,15.00447464,5,1.666666667
7795,47.5,-13.5,4,northw,10,0.3983,761.5959983,374.4030151,8.12312,35.76616873,0.3982125,35.77373123,2.17879,12.62321186,54,5.4
7796,48.5,-7.5,4,northw,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7797,62.5,-19.5,4,northw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7798,61.5,-25.5,4,northw,1,0.3461,410.6356661,402.5493469,12.72378,24.55260917,0.86968,35.1715126,6.46725,6.879980087,2,2
7799,47.5,-17.5,4,northw,5,0.3983,684.1432356,371.750946,6.04073,36.61349516,0.270403333,35.75699615,2.28305,11.4189949,14,2.8
7800,54.5,-14.5,4,northw,19,0.5092,640.2518536,378.7888184,7.93082,30.54003653,0.479875,35.39758301,4.78545,10.0972271,133,7
7801,36.5,-73.5,4,northw,5,0.2614,953.0569011,352.9597168,1.24834,43.42604062,0.288393333,35.68562698,1.21852,18.62685013,27,5.4
7802,59.5,4.5,4,northw,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7803,54.5,-16.5,4,northw,13,0.3585,633.1047394,375.4046326,7.12237,32.00265813,0.58678,35.43589401,9.579,10.20837498,62,4.769230769
7804,48.5,-8.5,4,northw,34,0.8322,1737.776985,353.9726257,7.65632,37.94410633,0.32024,35.52611542,3.91433,11.17165184,299,8.794117647
7805,61.5,-6.5,4,northw,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7806,46.5,-53.5,4,northw,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7807,58.5,5.5,4,northw,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7808,41.5,-46.5,4,northw,2,0.5462,921.3177647,356.5506592,2.06163,38.498089,0.25617,36.36644745,2.2159,14.76915264,13,6.5
7809,32.5,-75.5,4,northw,14,0.1296,454.4313067,375.5243835,0.17098,46.00130116,0.07573,36.485569,1.09213,22.93897247,31,2.214285714
7810,49.5,-46.5,4,northw,14,0.4747,409.0630225,377.0221252,7.310616667,28.51471699,0.59773,34.69564056,6.36665,3.708464146,39,2.785714286
7811,44.5,-56.5,4,northw,16,1.4591,960.3955928,333.2141418,0.54833,31.66413728,0.3377,32.15386581,0.99217,4.01448822,61,3.8125
7812,42.5,-40.5,4,northw,3,0.6983,1349.68744,325.4150085,0.60522,39.33789112,0.15843,36.2521553,6.57899,17.34595299,10,3.333333333
7813,53.5,-5.5,4,northw,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7814,47.5,-45.5,4,northw,12,2.1464,641.4838017,307.9405823,7.96797,28.98736285,0.6062,34.09614944,7.46327,3.044520378,30,2.5
7815,42.5,-42.5,4,northw,2,0.2353,755.0573733,364.1352539,3.24376,37.09537018,0.11789,36.44180298,3.70093,16.77960968,8,4
7816,61.5,-31.5,4,northw,1,0.2904,388.8664833,402.9522705,12.37527,29.03691841,0.94589,35.02414703,5.395516667,4.815649033,3,3
7817,59.5,-2.5,4,northw,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7818,41.5,-43.5,4,northw,3,0.2272,685.0646867,359.9692383,2.46861,38.77867581,0.12273,36.54395294,3.4484825,18.49985504,6,2
7819,46.5,-40.5,4,northw,5,0.6983,820.5372469,360.5040894,3.00123,30.69682126,0.31799,35.61024094,8.07617,11.60846233,17,3.4
7820,58.5,-5.5,4,northw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7821,43.5,-50.5,4,northw,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7822,63.5,-18.5,4,northw,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7823,49.5,-43.5,4,northw,7,0.2804,559.7324503,388.6279602,7.250266667,26.86592178,0.65083,34.7281189,6.71877,6.840081215,13,1.857142857
7824,33.5,-34.5,4,northw,7,0.1126,465.4355881,360.2038574,0.16145,50.70477708,0.042172,36.77556992,1.02027,19.41070747,24,3.428571429
7825,53.5,1.5,5,northw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7826,55.5,3.5,5,northw,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7827,41.5,-46.5,5,northw,7,0.3342,958.1613617,351.6889343,0.96001,45.65091572,0.06488,36.34667206,2.17134,17.50141716,26,3.714285714
7828,61.5,-17.5,5,northw,13,0.4425,832.9524556,367.897583,9.12305,35.57805761,0.5393,35.25947952,5.42064,8.968962669,88,6.769230769
7829,44.5,-61.5,5,northw,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7830,56.5,2.5,5,northw,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7831,54.5,2.5,5,northw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7832,60.5,-14.5,5,northw,25,0.6742,1015.838022,369.2735596,11.30993133,37.87365494,0.51453,35.44499588,3.59918,9.3194561,264,10.56
7833,57.5,6.5,5,northw,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7834,57.5,-1.5,5,northw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7835,58.5,-11.5,5,northw,16,0.6983,1260.286561,363.0193176,5.29595,41.24637385,0.45149,35.4797554,0.8296,10.40238571,165,10.3125
7836,57.5,5.5,5,northw,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7837,53.5,2.5,5,northw,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7838,54.5,-15.5,5,northw,39,0.8322,1235.528233,352.9018555,1.41967,38.82093623,0.26038,35.39712143,4.749958333,11.34546947,510,13.07692308
7839,51.5,-50.5,5,northw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7840,58.5,-1.5,5,northw,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7841,54.5,3.5,5,northw,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7842,58.5,-12.5,5,northw,16,1.5652,1365.423908,356.5245361,5.93415,41.96443985,0.47692,35.49647141,0.54742,10.41170406,148,9.25
7843,54.5,-13.5,5,northw,25,0.6285,1049.897941,339.805603,4.54264,38.78067581,0.2383225,35.46954346,1.891566667,11.56316471,630,25.2
7844,60.5,-24.5,5,northw,17,0.3585,645.0824767,389.3622131,11.0893,33.94627628,0.82605,35.27845383,4.53688,8.330036163,157,9.235294118
7845,48.5,-38.5,5,northw,5,0.651,1018.750258,354.8113708,4.67004,40.33537728,0.35417,35.3793335,2.54308,12.02073574,24,4.8
7846,59.5,-23.5,5,northw,16,0.3846,727.9749072,388.3279419,10.33269,32.58042552,0.53336,35.26609802,5.32652,8.876174927,204,12.75
7847,55.5,4.5,5,northw,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7848,60.5,-3.5,5,northw,69,3.8976,1630.900178,332.1930847,5.08083,36.09143263,0.43851,35.15887451,2.840665,9.458040237,396,5.739130435
7849,58.5,-14.5,5,northw,16,0.8927,1338.676567,351.6975098,5.90375,40.14581477,0.37206,35.46833801,1.20152,9.885142326,70,4.375
7850,59.5,-1.5,5,northw,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7851,51.5,-51.5,5,northw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7852,59.5,-21.5,5,northw,14,0.5092,755.3998417,386.8518372,5.996,32.44889774,0.512086667,35.23718643,6.012213333,9.338284492,248,17.71428571
7853,54.5,6.5,5,northw,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7854,60.5,-15.5,5,northw,17,0.5657,1058.250917,370.2106323,9.61638,36.97932851,0.473125667,35.29567337,3.80101,9.266684532,172,10.11764706
7855,44.5,-60.5,5,northw,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7856,54.5,1.5,5,northw,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7857,52.5,3.5,5,northw,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7858,58.5,-16.5,5,northw,18,0.7491,1213.187733,365.7096558,5.58942,36.86277295,0.36572,35.35279083,0.83482,9.815309525,364,20.22222222
7859,54.5,-16.5,5,northw,20,0.6983,1241.733983,354.7855225,3.06004,37.63581465,0.27049,35.39085007,4.94913,11.37322426,105,5.25
7860,48.5,-50.5,5,northw,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7861,44.5,-52.5,5,northw,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7862,51.5,-14.5,5,northw,28,0.5859,951.0859436,340.2906189,4.34348,38.7298529,0.24987,35.52197647,1.26844,12.00082874,574,20.5
7863,59.5,-22.5,5,northw,20,0.4747,746.8308561,388.4427185,8.65945,31.98399146,0.46818,35.25021744,5.66725,9.068606377,227,11.35
7864,58.5,-18.5,5,northw,17,0.7232,1047.096613,371.6430969,3.01059,35.27575204,0.310855,35.28519821,4.61126,10.13533592,210,12.35294118
7865,57.5,-12.5,5,northw,29,0.5462,1189.192588,353.563446,5.66722,42.0282593,0.30469,35.45046997,0.93135,10.33694935,653,22.51724138
7866,54.5,5.5,5,northw,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7867,59.5,-7.5,5,northw,23,1.932,1623.42975,352.4356079,8.00887,35.45127982,0.57352,35.36735153,2.2574475,9.763544083,274,11.91304348
7868,54.5,0.5,5,northw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7869,57.5,-14.5,5,northw,19,1.4088,1459.865614,353.8043213,5.68273,41.94391555,0.24884,35.51088333,1.2838,10.14512157,474,24.94736842
7870,65.5,2.5,5,northw,32,1.0273,1513.004772,346.4613953,7.09852,35.99295346,0.52849,34.87029266,3.7089675,8.041523933,556,17.375
7871,59.5,-26.5,5,northw,14,0.4272,599.1826647,388.1757507,12.20984,33.01438387,0.90549,35.29273605,5.38287,8.282805443,37,2.642857143
7872,61.5,3.5,5,northw,60,1.1821,1526.934014,349.7856445,5.014687,40.61306826,0.419855333,33.53788376,2.09736,7.779934883,392,6.533333333
7873,49.5,-50.5,5,northw,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7874,56.5,4.5,5,northw,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7875,50.5,-7.5,5,northw,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7876,49.5,-3.5,5,northw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7877,54.5,4.5,5,northw,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7878,54.5,-14.5,5,northw,33,2.001,1160.317793,352.2753296,3.84856,39.14731472,0.22148,35.43185043,4.5672,11.35937309,430,13.03030303
